#NAME	CopdIAA.1	CopdIAA.2	CopdIAA.3	CopdIAA.4	CopdPBS.1	CopdPBS.2	CopdPBS.3	CopdPBS.4	CtrlIAA.1	CtrlIAA.2	CtrlIAA.3	CtrlIAA.4	CtrlPBS.1	CtrlPBS.2	CtrlPBS.3	CtrlPBS.4
#CLASS	COPDIAA	COPDIAA	COPDIAA	COPDIAA	COPDPBS	COPDPBS	COPDPBS	COPDPBS	ControlIAA	ControlIAA	ControlIAA	ControlIAA	ControlPBS	ControlPBS	ControlPBS	ControlPBS
Gapt	24	27	14	25	24	18	26	26	9	13	49	16	20	80	13	14
Gapvd1	1328	1055	1359	1858	1589	1260	1069	1547	1319	1468	1894	2242	1316	1742	1884	2036
Gar1	343	248	264	368	400	336	308	370	276	298	373	411	298	605	385	399
Garem1	74	77	73	115	99	76	63	61	77	93	120	159	77	100	122	128
Garem2	1	0	2	0	0	0	0	0	0	0	1	2	0	2	1	1
Garnl3	197	138	180	212	152	169	165	173	154	167	226	309	161	173	259	234
Gars	1623	1511	1380	2067	1913	1798	1452	1736	1406	1417	1887	2131	1371	2199	1954	2292
Gart	901	786	793	1154	1008	879	896	903	655	729	974	1231	707	1019	1033	1100
Gas1	1769	1891	2078	2652	1498	1544	2796	1407	1533	1847	2990	2725	1573	1168	1816	4613
Gas2	43	47	68	54	55	35	22	51	39	63	61	68	38	49	86	100
Gas2l1	2352	2006	2589	3053	2497	2729	2405	2406	1962	2067	2923	3767	2087	2928	2928	3879
Gas2l2	85	52	27	78	123	61	35	123	73	165	153	152	135	151	133	146
Gas2l3	20	32	30	63	37	27	38	39	10	20	19	43	18	32	9	51
Gas5	1242	1488	1403	1687	1647	1103	980	1323	1207	1937	2113	1362	1854	1576	1632	2181
Gas6	11939	9914	9608	11780	9265	12119	10331	9203	10364	11866	13769	16078	11886	9451	14839	16842
Gas7	1059	776	1223	1673	967	1126	858	903	722	811	1422	1305	889	1619	1064	1501
Gas8	523	398	384	555	626	569	393	713	534	734	781	888	741	850	795	713
Gata1	28	25	32	31	21	31	18	25	18	22	14	40	21	40	22	54
Gata2	2071	1217	2887	2337	1504	1825	1062	2665	2517	3558	4888	5583	2970	4386	4658	4208
Gata3	331	219	213	215	316	256	187	368	92	229	221	207	169	219	148	223
Gata4	102	120	79	92	63	91	136	62	60	65	96	112	56	44	60	148
Gata5	372	262	274	348	261	268	533	238	247	284	372	347	211	313	300	697
Gata5os	1	2	2	2	2	3	4	2	0	1	1	2	0	1	4	0
Gata6	992	913	1034	1468	1197	1071	1136	1119	655	1034	1381	1538	981	941	1445	1872
Gatad1	1332	951	1304	1602	1457	1261	1047	1383	1321	1468	1992	2132	1420	1808	1922	2039
Gatad2a	2444	1845	2370	3027	2496	2381	2022	2505	2351	2123	3078	3583	2163	2874	3184	3302
Gatad2b	1073	1066	1380	1745	1473	1095	876	1431	1195	1520	2008	2121	1572	1488	2151	2509
Gatb	194	170	169	232	217	190	182	225	157	216	268	323	210	216	237	259
Gatc	364	295	317	393	388	361	297	383	291	340	489	495	340	450	430	415
Gatd1	609	517	490	638	631	618	464	605	383	435	564	582	416	576	480	617
Gatm	144	114	101	206	247	145	125	126	46	47	47	61	69	66	66	164
Gba	916	849	913	1244	1127	1040	967	908	698	715	960	1231	672	925	930	1070
Gba2	391	350	435	487	518	494	368	485	317	422	577	567	338	548	492	356
Gbe1	304	310	388	416	386	284	220	363	336	388	524	576	388	475	495	848
Gbf1	1449	1223	1405	1819	1591	1597	1334	1600	1393	1441	1953	2342	1349	1672	1855	1961
Gbgt1	29	25	35	71	55	37	32	45	16	20	21	40	15	9	35	64
Gbp10	88	56	24	91	40	47	101	25	8	3	10	23	11	1	6	42
Gbp11	8	9	7	11	4	1	10	4	4	10	7	3	2	2	5	6
Gbp2	2810	2218	1401	2970	2146	1681	2663	1245	1190	1046	1471	1578	969	1048	1092	2043
Gbp2b	19	15	12	35	10	6	51	6	6	8	8	8	10	4	6	29
Gbp3	1374	1241	611	1384	770	668	1368	520	378	415	456	587	359	418	369	788
Gbp4	1021	543	489	1036	824	435	911	571	307	351	317	662	355	393	351	540
Gbp5	601	370	216	584	367	273	428	242	115	148	210	238	161	185	184	426
Gbp6	1215	924	470	1533	1018	596	1195	498	325	365	389	653	362	243	370	733
Gbp7	838	687	452	830	621	404	767	409	341	434	400	606	431	414	487	527
Gbp8	137	108	67	184	163	69	165	83	61	77	74	96	61	66	52	128
Gbp9	677	533	536	782	569	440	561	559	398	468	610	756	344	388	471	677
Gbx1	8	0	3	1	0	1	0	1	1	2	3	2	0	1	1	2
Gbx2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0
Gc	340	318	378	431	383	341	319	401	361	398	415	460	333	434	417	459
Gca	183	174	197	280	328	174	213	272	203	281	248	327	252	239	273	269
Gcat	350	215	232	298	291	281	254	287	230	210	312	382	263	254	303	312
Gcc1	643	513	556	689	708	604	466	735	587	731	877	948	713	778	827	923
Gcc2	661	677	872	970	764	533	498	811	598	934	789	1123	773	710	1040	915
Gcdh	463	439	432	566	510	516	431	490	406	530	627	673	415	503	612	653
Gcfc2	39	32	45	51	50	40	32	67	40	55	55	58	33	57	56	52
Gcg	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Gcgr	11	16	18	12	13	11	20	15	10	23	26	27	15	17	22	13
Gch1	488	562	454	758	795	618	541	649	422	443	510	575	386	911	444	466
Gchfr	69	50	48	47	62	53	41	70	46	75	80	84	68	89	70	73
Gck	44	39	16	56	82	43	28	82	63	90	61	105	85	56	88	92
Gckr	14	20	11	10	16	9	4	10	16	14	16	12	8	12	18	12
Gclc	2134	2589	2494	4539	4303	2506	3127	3748	3505	2980	3467	6347	2904	4968	4596	5651
Gclm	634	636	825	989	923	657	592	1009	727	970	1021	1346	882	1112	1047	1597
Gcm1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gcm2	3	2	2	7	3	0	6	0	2	1	1	5	0	1	8	7
Gcn1l1	1702	1406	1924	2305	1879	1758	1502	1943	1534	1846	2546	2912	1605	2159	2355	2815
Gcnt1	218	357	319	443	382	202	292	283	195	261	390	301	216	319	238	427
Gcnt2	1696	1456	1874	2319	2237	1777	1338	1982	1387	1996	2557	2507	2059	2464	2615	1997
Gcnt3	0	0	0	1	3	0	0	2	1	1	1	0	1	0	0	2
Gcnt4	3	1	2	2	5	1	0	6	1	2	7	3	4	10	5	2
Gcnt7	1	0	3	0	0	0	1	0	0	3	2	0	1	4	4	1
Gcsam	45	57	37	77	109	64	47	59	34	31	34	36	45	39	45	35
Gcsh	366	322	319	404	387	360	325	396	371	368	488	555	345	541	484	515
Gda	620	1038	1222	1586	1345	606	841	1188	715	679	1819	1167	977	3865	1037	2054
Gdap1	0	3	1	0	5	0	0	0	2	0	2	3	2	1	1	3
Gdap10	4	11	11	11	5	2	7	6	10	18	19	8	15	5	3	13
Gdap1l1	3	2	3	1	0	7	3	4	1	2	12	3	3	5	2	3
Gdap2	287	284	324	425	352	331	224	294	327	305	426	433	329	439	392	515
Gde1	4129	4734	3499	5150	5219	4954	3755	4296	3143	3980	4081	5634	3707	4026	5212	5119
Gdf1	6	7	11	5	5	9	3	7	12	6	14	20	6	9	9	0
Gdf10	92	55	101	135	112	156	71	128	109	164	147	158	108	60	128	231
Gdf11	60	36	36	70	53	48	43	82	26	29	51	76	38	51	39	55
Gdf15	39	40	59	112	55	63	98	48	102	41	19	126	30	48	80	130
Gdf2	130	79	75	94	69	56	76	44	78	61	100	86	49	32	73	90
Gdf3	19	9	14	27	22	11	3	7	0	1	1	1	3	8	0	5
Gdf5	18	39	20	41	46	16	15	24	2	7	7	9	4	5	3	15
Gdf6	7	6	17	24	14	20	31	19	6	7	13	31	3	8	16	15
Gdf7	2	2	1	3	0	3	5	4	1	3	8	5	1	0	2	11
Gdf9	14	14	17	20	14	17	5	14	13	18	13	14	22	17	13	15
Gdi1	2350	2060	2285	2572	2565	2425	1923	2648	1937	2631	2996	3522	2323	2759	3259	3114
Gdi2	5377	6347	6162	8862	8350	5887	4128	6803	5157	5712	7130	7161	5537	6291	6888	8511
Gdnf	171	151	130	148	231	221	227	175	95	118	163	252	143	208	222	296
Gdpd1	826	973	808	1209	1369	964	437	1104	730	1115	1290	1394	1176	1108	1421	1321
Gdpd2	179	257	178	311	278	279	168	272	252	416	495	593	453	679	363	457
Gdpd3	28	26	46	34	36	37	40	49	22	38	47	35	32	54	43	33
Gdpd4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Gdpd5	612	664	686	849	528	646	704	609	363	413	577	809	382	370	532	794
Gdpgp1	119	106	113	132	162	154	135	157	87	105	153	161	126	173	163	166
Gem	215	189	249	366	307	236	151	310	266	294	308	375	251	266	463	583
Gemin2	110	91	105	127	126	107	82	106	73	93	138	109	83	108	115	138
Gemin4	271	191	233	247	333	293	236	351	182	290	340	397	259	332	381	301
Gemin5	293	278	333	412	335	330	264	279	255	220	386	504	255	382	378	390
Gemin6	41	37	38	57	58	53	46	58	37	60	74	56	47	68	55	76
Gemin7	1194	956	893	1058	1142	1133	1037	1115	933	917	1121	1340	950	1394	1183	1022
Gemin8	85	112	89	148	112	123	84	108	75	105	112	148	113	102	127	120
Gen1	11	22	12	22	22	9	14	17	10	11	24	34	19	24	16	19
Get4	1881	1607	1592	1942	1805	1896	1427	1761	1413	1660	1954	2013	1576	1797	2007	2164
Gfap	8	4	7	9	5	5	3	5	5	15	10	11	5	7	8	15
Gfer	438	407	368	612	552	527	450	513	315	308	452	540	332	519	395	389
Gfi1	26	17	16	46	76	20	15	37	13	7	23	16	15	30	15	32
Gfi1b	6	1	8	6	3	8	4	2	1	2	2	12	7	1	7	20
Gfm1	404	415	405	590	543	412	335	524	376	425	587	710	407	561	541	619
Gfm2	130	128	119	177	170	120	129	146	110	159	191	182	133	185	142	146
Gfod1	469	326	669	671	485	462	379	532	396	379	560	732	353	415	583	764
Gfod2	497	437	394	540	516	546	507	545	476	638	600	813	435	648	653	502
Gfpt1	1204	1530	1418	2242	2425	1410	1257	1804	1483	1647	2023	2673	1615	1957	2277	2070
Gfpt2	315	249	316	342	270	280	531	213	386	335	506	437	332	561	391	1280
Gfra1	187	151	139	214	224	208	127	293	294	511	632	566	480	490	393	521
Gfra2	321	210	312	496	294	328	209	296	275	282	427	394	254	191	320	278
Gfra3	0	0	2	1	0	2	0	0	0	0	3	0	2	2	6	2
Gfra4	69	71	75	61	51	48	101	35	47	52	65	79	31	40	45	106
Gfy	0	2	4	1	1	0	1	2	0	1	1	1	1	0	0	2
Gga1	2887	2550	2461	3380	3212	3212	2642	2963	2154	2643	3342	3841	2698	3490	3328	3306
Gga2	943	872	830	1129	796	826	806	757	645	647	848	1262	559	607	812	1387
Gga3	497	379	463	540	553	503	450	544	392	482	645	643	340	599	490	397
Ggact	455	307	376	463	461	506	339	450	334	324	455	522	404	399	510	453
Ggct	121	130	95	164	179	116	144	161	98	107	137	173	124	233	164	205
Ggcx	719	914	988	983	976	933	966	959	635	856	1254	1823	743	827	1144	1172
Ggh	423	432	471	617	551	385	288	517	357	434	560	540	372	486	507	653
Ggn	20	39	29	52	51	63	35	44	17	35	47	55	17	41	34	55
Ggnbp1	66	54	67	63	75	38	54	46	39	54	65	61	34	48	58	70
Ggnbp2	864	985	1019	1390	1394	717	736	1193	985	1472	1555	1429	1226	1314	1490	1648
Ggps1	395	372	453	602	593	366	359	524	530	610	804	722	635	684	735	837
Ggt1	20	8	28	20	27	23	9	30	18	38	40	40	23	61	36	41
Ggt5	337	426	303	453	473	403	425	352	312	356	459	751	368	509	472	496
Ggt6	40	27	14	45	50	51	17	54	38	70	62	90	73	66	52	74
Ggt7	15	12	14	16	18	23	9	18	21	26	32	32	23	41	28	22
Ggta1	623	580	885	1026	984	671	540	1054	672	772	1159	1181	594	961	912	852
Gh	1	0	1	0	0	2	0	1	0	0	0	0	0	1	0	0
Ghdc	360	337	338	509	445	370	325	369	343	325	439	563	350	379	460	531
Ghitm	3403	3378	3722	4614	4565	3377	2922	4093	3591	4082	5318	5593	3924	4809	4886	5877
Ghr	967	876	1103	1238	858	771	926	1006	1037	1330	1370	1513	1038	911	1437	2493
Ghrh	3	1	1	4	1	1	2	1	0	0	0	0	0	0	0	0
Ghrhr	2	0	2	0	0	0	2	0	0	2	1	2	2	1	3	2
Ghrl	28	42	21	26	28	46	12	36	31	55	42	43	44	44	25	29
Ghsr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gid4	1430	867	1346	1473	1328	1177	1004	1450	1933	1982	2627	2676	1897	1752	2699	2316
Gid8	741	654	596	805	869	738	554	763	532	589	764	935	594	734	732	775
Gif	3	6	0	4	6	1	1	3	1	1	4	5	0	4	3	3
Gigyf1	788	719	894	870	823	840	628	925	580	832	1151	981	636	814	845	884
Gigyf2	726	668	782	1086	905	761	628	924	886	937	1225	1219	955	972	1130	1120
Gimap1	1282	714	979	1206	1218	1035	720	1308	659	832	975	1090	776	1174	848	1227
Gimap1os	34	32	32	41	42	25	30	39	14	19	22	32	33	45	31	37
Gimap3	689	368	447	657	875	483	479	669	297	364	526	457	476	922	411	856
Gimap4	1489	877	1373	1566	1476	1134	1043	1618	1073	1174	1713	1980	1089	1930	1516	1582
Gimap5	329	221	293	372	327	270	179	358	223	232	358	421	230	387	352	463
Gimap6	1369	790	1419	1180	1295	1065	777	1580	656	1116	1508	1311	890	1612	1075	2048
Gimap7	135	41	55	93	108	70	119	126	34	29	76	67	88	201	56	170
Gimap8	285	227	406	435	394	207	185	404	306	441	507	485	365	446	493	507
Gimap9	113	123	115	153	180	117	102	226	91	94	149	138	100	199	162	186
Gimd1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Gin1	45	71	83	119	112	56	67	84	63	117	129	102	94	108	128	136
Ginm1	922	925	1007	1291	1272	902	767	1075	988	1239	1615	1491	1108	1138	1537	1742
Gins1	30	33	43	47	38	40	32	42	14	25	31	47	17	33	35	58
Gins2	447	423	422	601	576	519	396	527	304	411	285	375	386	429	395	428
Gins3	41	45	36	57	64	45	33	55	25	33	54	61	38	48	46	55
Gins4	508	454	398	554	571	478	394	532	387	433	643	649	488	532	615	586
Gip	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
Gipc1	1451	1123	1049	1544	1299	1616	1219	1306	1055	1149	1660	1818	1147	1539	1487	1602
Gipc2	1004	735	842	1227	1257	935	780	1029	1003	1193	1322	1422	1146	1192	1430	1132
Gipc3	248	123	223	177	152	206	101	174	197	183	349	307	160	257	203	239
Gipr	1	1	0	1	4	1	1	1	1	0	1	0	0	1	1	2
Git1	2324	1559	2122	2510	2132	2297	1779	2413	2215	1955	3062	3442	2044	2987	3060	3470
Git2	1361	1142	1646	1822	1497	1391	1093	1663	1341	1513	2116	2251	1275	1796	1803	1968
Gja1	1305	1986	1627	2610	1982	1581	1776	1602	1213	1310	1645	2059	1154	1468	1585	1779
Gja3	0	0	0	0	0	0	0	1	0	0	0	3	1	0	1	0
Gja4	1118	624	1329	1348	882	1087	862	1326	728	920	896	2001	625	1115	1149	1164
Gja5	794	398	755	593	539	496	585	557	500	474	551	838	419	674	601	381
Gja6	2	1	2	3	3	2	2	2	3	1	7	1	5	2	2	1
Gja8	0	0	0	1	0	3	0	0	0	0	0	0	0	1	0	2
Gjb1	102	116	114	180	255	168	94	182	94	94	99	162	107	103	102	129
Gjb2	59	98	96	142	122	90	109	127	81	114	121	206	92	163	103	155
Gjb3	48	33	24	79	92	79	64	68	46	44	70	86	38	128	52	114
Gjb4	3	6	10	11	8	13	13	19	3	8	9	10	7	25	8	25
Gjb5	39	43	43	57	53	38	90	41	36	32	63	58	31	131	53	310
Gjb6	200	209	205	237	206	170	106	196	257	294	375	379	331	322	401	360
Gjc1	223	131	202	232	188	204	92	278	310	348	448	372	289	310	414	432
Gjc2	54	27	57	52	33	57	47	39	30	52	67	71	50	32	57	94
Gjc3	1	0	1	0	0	1	0	1	0	0	0	1	0	2	1	2
Gjd2	0	0	0	0	1	1	1	1	1	3	3	2	1	1	2	0
Gjd3	1	0	0	2	0	0	1	2	0	0	0	0	0	2	0	2
Gk	116	186	198	304	321	103	139	222	111	187	183	229	174	266	238	220
Gk5	33	35	52	55	34	29	23	49	35	43	76	51	30	45	52	89
Gkap1	364	325	428	540	482	306	328	501	519	520	693	746	502	561	636	726
Gkn1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0
Gkn2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0
Gkn3	29	51	42	58	41	57	22	50	37	32	27	72	25	38	39	23
Gla	218	258	218	333	290	235	240	237	127	173	256	289	161	229	233	309
Glb1	523	512	553	822	708	615	554	580	380	435	542	750	451	545	551	820
Glb1l	152	145	164	228	201	155	185	183	109	189	197	249	130	142	232	258
Glb1l2	285	216	341	337	251	247	248	368	408	505	650	582	416	437	495	938
Glb1l3	13	11	16	10	8	11	4	20	14	30	21	20	16	6	25	27
Glcci1	220	239	299	375	215	202	95	204	126	156	307	344	214	191	272	330
Glce	319	257	403	440	431	352	207	420	364	426	613	573	392	390	541	419
Gldc	27	21	15	23	19	33	17	31	28	26	37	52	30	26	21	36
Gldn	0	0	1	0	0	0	1	0	0	1	0	0	0	0	2	4
Gle1	1034	829	1038	1163	1054	1030	859	1138	1111	1161	1427	1485	1053	1339	1473	1272
Glg1	1755	1564	2470	3138	2530	1919	1559	2329	1911	2023	3162	3895	2167	2224	3073	3906
Gli1	130	178	212	210	104	174	130	137	75	108	116	175	87	100	132	117
Gli2	133	100	165	241	117	138	167	117	111	161	291	251	140	106	168	256
Gli3	46	54	85	75	48	48	54	53	89	98	135	128	71	92	96	268
Glipr1	307	396	301	609	800	388	252	459	216	327	334	307	362	667	314	405
Glipr1l1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Glipr1l3	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0
Glipr2	956	1235	1011	1831	1610	1303	1284	1243	658	724	1055	1376	740	1806	1014	927
Glis1	3	1	5	4	8	2	1	2	4	6	1	3	5	3	6	1
Glis2	1221	1054	1725	1591	1116	1317	1169	1137	913	1135	1312	1650	891	958	1230	1632
Glis3	123	118	169	279	213	146	99	216	169	260	328	366	220	258	232	372
Glmn	36	28	33	42	59	40	39	28	32	39	41	32	51	28	44	44
Glmp	2281	2052	2073	2797	2629	2580	2270	2342	1761	1893	2461	2983	1746	2255	2334	2596
Glns-ps1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
Glo1	1695	1528	1610	1889	1957	1656	1463	1761	1506	1723	2264	2535	1715	2009	2251	2167
Glod4	693	695	666	1020	983	816	607	770	661	705	1037	1015	775	721	1063	1072
Glod5	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0
Glp1r	1548	800	2487	1906	1044	1547	744	2039	867	1328	1654	2347	654	1072	1181	1667
Glp2r	0	1	0	0	2	0	0	1	1	1	1	0	2	1	2	0
Glra4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Glrb	2	1	1	5	2	3	4	3	7	5	3	5	8	1	5	11
Glrp1	2	0	1	1	0	1	0	1	0	0	0	0	0	0	0	2
Glrx	1136	1332	963	1586	1686	1286	1183	1331	772	832	1099	1416	937	1556	1204	1080
Glrx2	414	400	461	501	562	400	311	454	344	493	519	593	423	541	548	593
Glrx3	1269	1261	1176	1690	1637	1278	1098	1351	1165	1310	1578	1629	1331	1564	1557	1933
Glrx5	2158	1946	1587	2047	2155	2100	1632	2125	1504	1706	1777	1982	1633	2251	1871	2026
Gls	869	871	1063	1325	1232	709	665	1005	1079	1330	1468	1242	1117	1330	1371	1453
Gls2	33	30	24	39	25	24	26	28	22	33	41	49	19	47	42	45
Glt1d1	21	27	26	31	14	25	22	30	5	22	25	53	28	29	33	36
Glt28d2	66	68	97	94	95	57	85	92	113	135	129	184	108	136	152	155
Glt8d1	355	379	432	524	424	361	341	458	367	523	605	519	428	441	538	686
Glt8d2	55	60	86	73	81	69	71	80	103	92	113	182	92	82	122	211
Gltp	2654	2127	2309	3323	2970	2844	1913	2899	2219	2143	2929	3754	2186	2800	2909	3427
Gltpd2	8	0	6	6	5	5	3	4	6	7	13	14	5	9	4	10
Glud-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Glud1	3609	3402	3860	5483	4400	3935	2863	4047	3156	3464	4714	5140	3478	4699	4542	5752
Glul	10418	11027	11176	13714	13148	10674	6232	11913	13382	15053	21314	20032	17134	16714	19458	28758
Glyat	9	5	9	10	7	6	5	8	2	7	9	9	4	8	7	5
Glyatl3	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	1
Glycam1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
Glyctk	43	31	39	42	51	41	38	39	41	35	54	68	47	54	50	80
Glyr1	1934	1864	1970	2628	2431	1983	1583	2300	1569	1947	2388	2808	1798	2459	2410	2621
Gna11	2385	1815	2278	2540	2182	2293	2048	2355	2180	2283	3043	3727	2111	2658	3000	3175
Gna12	3026	2131	2845	3892	3105	3095	2489	3102	2804	2719	3418	4587	2782	2870	3765	3573
Gna13	2063	1858	2437	3116	2775	2276	1697	2671	2274	2409	3370	3654	2253	2978	3244	3584
Gna14	219	168	255	287	278	249	135	276	193	225	215	312	196	198	200	348
Gna15	226	286	169	450	430	370	231	299	119	95	116	214	111	148	139	176
Gnai1	359	405	515	583	443	348	382	420	572	589	776	683	447	550	591	979
Gnai2	16397	11990	13491	18245	15719	16475	11612	16142	13494	12231	17368	20421	12368	19082	17581	21123
Gnai3	1432	1554	1765	2387	2243	1344	1269	1857	1771	1925	2557	2506	2005	2493	2358	2744
Gnal	17	20	31	55	34	36	11	39	24	61	49	52	51	51	46	86
Gnao1	657	326	751	651	512	648	258	788	643	820	1399	1289	721	843	1068	1242
Gnaq	1155	1040	1458	1813	1500	972	944	1742	1461	1787	2096	2454	1604	1869	2328	2862
Gnas	18473	15973	15677	21022	19202	18745	14916	18831	17933	18443	24264	26875	18416	21768	24610	26581
Gnat1	6	0	7	2	4	4	0	3	5	5	2	6	4	10	2	7
Gnat2	3	5	5	3	5	4	2	2	3	6	4	3	3	2	2	4
Gnat3	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1
Gnaz	101	70	81	109	92	85	81	104	81	100	148	153	130	138	157	165
Gnb1	12112	9333	10857	13631	12303	11585	8542	12287	11595	11540	14567	16842	10989	13116	14766	14934
Gnb1l	89	79	56	109	114	100	62	74	67	69	93	113	67	80	83	89
Gnb2	10558	8760	7989	10985	10194	11431	8602	9406	6682	7573	9798	10830	7513	11183	9749	10113
Gnb3	0	1	1	0	1	0	1	1	0	1	1	1	0	0	0	7
Gnb4	678	521	622	675	576	601	392	652	521	696	851	783	541	573	763	824
Gnb5	207	145	160	211	210	193	160	210	164	228	268	267	200	204	227	341
Gne	1144	962	970	1212	1383	1258	866	1208	1008	1167	1438	1769	1150	1257	1561	1808
Gng10	581	607	613	912	884	663	344	673	379	480	660	536	522	789	598	617
Gng11	1299	1141	1432	1307	1106	1193	950	1358	1097	1539	1630	1695	1020	1268	1373	1311
Gng12	1701	1695	1921	2602	2277	1638	1384	1996	1610	1934	2406	2695	1813	1932	2352	2560
Gng13	1	1	0	5	1	0	2	3	3	0	4	5	1	1	0	18
Gng2	511	560	567	891	957	533	336	705	482	514	788	653	541	725	593	793
Gng3	1	1	0	1	1	1	2	3	2	3	3	2	2	6	2	3
Gng4	23	30	28	36	22	27	34	18	34	55	64	77	33	53	47	77
Gng5	1691	1520	1354	1906	2064	1862	1589	1909	1478	1621	1955	1998	1639	2038	1801	1729
Gng7	61	34	55	46	41	51	47	43	52	47	77	59	61	40	63	81
Gng8	61	30	40	32	51	47	37	35	36	41	43	55	26	24	34	38
Gngt1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gngt2	875	725	821	857	825	872	676	816	536	553	790	852	581	1054	739	857
Gnl1	2557	1932	1816	2681	2583	2507	1987	2272	1855	1931	2169	2638	1948	2356	2521	2643
Gnl2	464	490	549	790	770	488	418	687	531	738	831	890	729	831	844	1019
Gnl3	163	165	184	281	278	146	186	224	248	211	282	259	223	394	262	330
Gnl3l	529	461	607	787	717	565	481	699	606	752	997	1079	627	819	869	958
Gnmt	329	271	238	260	247	265	232	250	247	276	368	410	278	356	397	391
Gnpat	1464	1568	1551	2076	1939	1628	1506	1841	1351	1582	1922	2480	1401	1840	2108	2070
Gnpda1	333	353	281	500	504	410	338	372	208	234	313	323	220	433	242	383
Gnpda2	141	207	177	229	250	127	135	223	166	222	218	194	213	203	307	277
Gnpnat1	228	271	283	348	415	200	232	283	287	378	416	436	296	410	315	384
Gnptab	988	1295	1277	2244	1733	1205	971	1461	770	920	1087	1711	814	1008	1308	1444
Gnptg	867	830	828	1133	1159	1006	768	1013	857	1020	1278	1374	914	1015	1273	1266
Gnrh1	3	13	5	12	6	1	2	3	1	10	8	3	5	1	7	3
Gnrhr	0	0	2	1	0	0	0	0	0	1	3	3	2	0	0	6
Gns	4863	4926	5043	7584	6702	5462	4388	5635	3584	4059	5274	7143	4070	4691	5290	7140
Golga1	214	239	242	283	301	202	203	264	220	356	382	393	253	314	328	294
Golga2	1894	1543	1949	2386	1993	1970	1473	1935	1905	2050	2618	3025	2024	1978	2738	2946
Golga3	718	683	881	1104	971	819	753	1020	1039	1049	1457	1667	1020	1135	1487	1289
Golga4	1792	1432	1930	2695	2419	1533	1592	2527	3018	2943	3309	3996	3116	2753	4042	3593
Golga5	652	591	655	927	812	600	506	833	675	753	980	1093	807	829	1047	1023
Golga7	1554	1311	1551	1989	1746	1431	1154	1860	1610	1661	2045	2248	1598	1812	2086	2004
Golga7b	1	0	1	1	0	0	1	1	1	1	1	2	2	1	2	3
Golgb1	1518	1411	1695	2373	2128	1518	1493	2002	1968	2176	2626	3011	2020	2167	2576	3110
Golim4	824	726	930	1272	955	689	650	1043	1091	1292	1334	1654	1169	1127	1688	1862
Golm1	951	1102	1102	1715	1612	1007	842	1216	809	849	1185	1452	786	799	1194	1894
Golph3	1579	1794	1956	2485	2503	1609	1449	2151	1939	2190	2686	3061	2118	2598	2870	2929
Golph3l	495	528	579	789	754	550	444	674	496	601	844	827	606	680	771	923
Golt1a	14	19	9	10	24	23	14	36	7	32	20	16	16	25	33	23
Golt1b	554	543	593	649	714	534	582	650	613	650	805	852	637	898	715	686
Gon4l	816	697	938	1215	946	891	734	971	873	1033	1359	1442	895	1008	1203	1264
Gon7	77	49	74	89	83	58	74	72	73	71	94	98	54	74	106	61
Gopc	483	532	602	780	703	475	401	653	610	724	831	952	620	725	929	998
Gorab	88	95	81	107	144	74	63	109	87	116	126	97	98	117	115	130
Gorasp1	534	450	537	607	697	645	506	660	498	604	743	818	580	671	741	646
Gorasp2	2408	2075	2276	3033	2816	2536	2227	2487	2227	2251	2782	3311	2222	3017	2913	3328
Gosr1	736	666	766	1009	1002	731	562	976	660	860	1153	1245	821	963	1154	1409
Gosr2	2281	1884	1914	2600	2557	2105	1685	2369	1910	2129	2640	2956	2023	2654	2508	2918
Got1	461	461	382	574	527	474	357	458	345	414	505	605	436	592	512	642
Got1l1	9	6	6	9	13	15	6	15	18	30	30	37	25	19	20	16
Got2	2215	1573	1950	2523	2363	2356	1817	2006	1649	1745	2620	2870	1861	2580	2422	3015
Got2-ps1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0
Gp1ba	92	49	102	88	69	61	43	83	40	61	102	133	67	100	88	253
Gp1bb	147	52	185	106	83	88	119	123	91	101	108	174	75	199	129	274
Gp2	50	49	3	122	1181	27	9	359	44	117	36	99	107	48	89	184
Gp5	166	81	218	146	141	125	89	139	121	150	201	266	121	210	178	421
